stem,style,lpips,ssim,histogram_distance
thanh1+𡫐,thanh1,0.09836731851100922,0.5728404321198904,0.23351715237681314
thanh1+󱡴,thanh1,0.0977482944726944,0.709138687417003,0.16748257599008376
thanh1+𡀲,thanh1,0.08711518347263336,0.6822398085979356,0.16558607293948857
thanh1+𦘱,thanh1,0.112253837287426,0.7671584081853698,0.09619706656351779
thanh1+󱭘,thanh1,0.10542050749063492,0.6956255287429842,0.14032370085020604
thanh1+󱞀,thanh1,0.1368967890739441,0.4600940416674287,0.21096347560806764
thanh1+𪢠,thanh1,0.07461047172546387,0.6708618643366343,0.1759180451872043
thanh1+󰭠,thanh1,0.10265516489744186,0.5265272149658797,0.1138656025316072
thanh1+󱛦,thanh1,0.09080900996923447,0.7101390910373758,0.15099421810093838
thanh1+𪢒,thanh1,0.0878329947590828,0.6593474395539051,0.1434580111933851
thanh1+󱞄,thanh1,0.07355399429798126,0.7278125359110242,0.13281287713824627
thanh1+󱫟,thanh1,0.09872017055749893,0.5486197233098684,0.1994966830742022
thanh1+𩽈,thanh1,0.08480425924062729,0.6213081711132366,0.2646154085201355
thanh1+󱀰,thanh1,0.07937835901975632,0.7087526471086674,0.11178921908580193
thanh1+󱜴,thanh1,0.08404506742954254,0.7005180775697808,0.08547833148271337
thanh1+𠀿,thanh1,0.11995730549097061,0.5998349073739694,0.14496985794365214
thanh1+𣞄,thanh1,0.08506359905004501,0.6694129493328086,0.18440941798711896
thanh1+𪥘,thanh1,0.06266564875841141,0.7846848257173493,0.11020315318762307
thanh1+𭉷,thanh1,0.08603976666927338,0.7255533367671488,0.15129834494984826
thanh1+𫔬,thanh1,0.09205690771341324,0.7093746010918109,0.1996655017047159
thanh1+𫴬,thanh1,0.08730489760637283,0.75442162885673,0.1119967428235394
thanh1+󱥻,thanh1,0.11010835319757462,0.44031933626973957,0.1455912668218127
thanh1+󱟏,thanh1,0.12268196791410446,0.6212128006969646,0.29227999954655765
thanh1+𤬪,thanh1,0.08522999286651611,0.6915524862675703,0.10341142108577817
thanh1+𬃴,thanh1,0.071858249604702,0.7278955232691657,0.1299733816291218
thanh1+󱙴,thanh1,0.08585761487483978,0.7269277286915183,0.19444499228414833
thanh1+𤎓,thanh1,0.1056918352842331,0.5608991706493605,0.18261660149915226
thanh1+𪢡,thanh1,0.1247517392039299,0.6019188326602468,25.642446187261367
thanh1+󱘡,thanh1,0.08325614035129547,0.677203604931656,0.18634213513479983
thanh1+󱲝,thanh1,0.10072656720876694,0.5963085743317545,0.17725724356002717
thanh1+𬏻,thanh1,0.07577565312385559,0.7125459936312042,0.1115415843075051
thanh1+𫢖,thanh1,0.11735159158706665,0.531243817199046,0.15628792667051652
thanh1+𫢧,thanh1,0.0919768363237381,0.6642976673920022,0.12313973916215805
thanh1+㖪,thanh1,0.05599013715982437,0.8017770149579947,0.09854983072369783
thanh1+𪾭,thanh1,0.10451121628284454,0.5501952721572227,0.09292389290562596
thanh1+𠼳,thanh1,0.06890372186899185,0.7439213051629509,0.1730476347197937
thanh1+𦞎,thanh1,0.08345849812030792,0.6809745322830978,0.21344837639524417
thanh1+󱟕,thanh1,0.11731653660535812,0.38385475296545074,0.1690464984410169
thanh1+𠾺,thanh1,0.10008110105991364,0.7389559605872074,0.14712865609147294
thanh1+󱞡,thanh1,0.0679984986782074,0.6957357229660525,0.14035419947597763
thanh1+𡄳,thanh1,0.09009888768196106,0.5709223973936062,0.12882787377756974
thanh1+𫫴,thanh1,0.12027490139007568,0.3428927740509582,0.22485667161597553
thanh1+󱘓,thanh1,0.13068534433841705,0.6222610913664572,0.16013486387194864
thanh1+󰜡,thanh1,0.06821954995393753,0.7609495086250386,0.09122914866025206
thanh1+󱍺,thanh1,0.12336453050374985,0.5907519200653768,0.45124519364592125
thanh1+𤋽,thanh1,0.09844107925891876,0.440461706335474,0.19837589790893925
thanh1+󰴾,thanh1,0.059517014771699905,0.7522433093607231,0.10011769960723921
thanh1+󱢰,thanh1,0.07608091086149216,0.7250873137821684,0.1701882778151792
thanh1+𣋇,thanh1,0.08744265884160995,0.6971124049541008,0.21670781173487333
thanh1+󰢔,thanh1,0.07477772980928421,0.707280792887163,0.15313019181599816
thanh1+㼫,thanh1,0.07545849680900574,0.724519482441986,0.10395804666219532
thanh1+𪝪,thanh1,0.09215430170297623,0.6683390483356972,0.19232800075670983
thanh1+𢰦,thanh1,0.08275225758552551,0.7620975868492016,0.13433786989871851
thanh1+󱢥,thanh1,0.09586751461029053,0.6398455651824044,0.2324036971667607
thanh1+𬈈,thanh1,0.08128904551267624,0.7310840235065678,0.13126191104776347
thanh1+󱗳,thanh1,0.08141984045505524,0.7273135163318459,0.14318640879173525
thanh1+󱼒,thanh1,0.13445506989955902,0.5665939496947445,0.1563208831670677
thanh1+𡏠,thanh1,0.09991828352212906,0.4106859274833164,0.12507621444756453
thanh1+󱟂,thanh1,0.07934590429067612,0.6903022879547,0.18688739415064246
thanh1+𭈖,thanh1,0.06632751226425171,0.7042227281158827,0.14159611253656673
thanh1+䐥,thanh1,0.09918659925460815,0.6283189375607483,0.15102093848478548
thanh1+𬓓,thanh1,0.106049545109272,0.31629620201866115,0.14749059107454476
thanh1+󱞇,thanh1,0.09913894534111023,0.6598594281066817,0.25811419624353177
thanh1+𥙒,thanh1,0.11259834468364716,0.4711920324653545,0.13268692836725968
thanh1+𣛦,thanh1,0.08295923471450806,0.6942125426410202,0.17058804478187586
thanh1+𡚄,thanh1,0.07594195008277893,0.7093119739812881,0.15682641770037664
thanh1+𭰺,thanh1,0.09309377521276474,0.7261259738269972,0.09810331786303965
thanh1+𡄫,thanh1,0.07175291329622269,0.765126958728721,0.168908602934753
thanh1+濧,thanh1,0.09595312923192978,0.6587539014780315,0.12628957568798327
thanh1+󱤈,thanh1,0.08252573758363724,0.5486357823192518,0.15807149534312867
thanh1+󱬑,thanh1,0.07552016526460648,0.7440305223438781,0.1393871760324714
thanh1+󱰮,thanh1,0.10479018092155457,0.6565467598782209,0.2907220055318815
thanh1+𠶍,thanh1,0.10554535686969757,0.7042160012709165,1.7616530247001274
thanh1+𨨨,thanh1,0.08070617914199829,0.7404056688117515,0.08917149370622172
